true_label,pred_label,human_response,correct,rt_pred_normalized,rt_human_normalized,rt_pred_seconds,rt_human_seconds
1,1,1,True,0.4000000059604645,0.2108164131641388,0.917207689157642,0.5374944072660991
4,6,2,False,0.42500001192092896,0.3793845474720001,0.9843241284909998,0.8653190846058921
6,4,0,False,0.3499999940395355,0.6334743499755859,0.7963918346867745,1.7737732108548847
5,5,5,True,0.375,0.7905983924865723,0.8546676046025562,2.764780210238922
3,3,2,False,0.375,0.330078661441803,0.8546676046025562,0.7528127392471835
3,3,3,True,0.4000000059604645,0.43534788489341736,0.917207689157642,1.0135217718015554
6,6,6,True,0.42500001192092896,0.4006941020488739,0.9843241284909998,0.9190078394251171
1,1,1,True,0.5249999761581421,0.19264745712280273,1.3056291398423443,0.5106036993464927
6,6,6,True,0.375,0.39669087529182434,0.8546676046025562,0.9086737611190674
4,4,4,True,0.4749999940395355,0.2992013394832611,1.1336499747310762,0.6899317347336332
2,1,2,True,0.5249999761581421,0.7613542675971985,1.3056291398423443,2.5455604150916304
5,5,5,True,0.5,0.6520455479621887,1.2166045232523368,1.869311000338202
7,7,7,True,0.6000000238418579,0.2595445215702057,1.613731228054805,0.6168143153459706
7,5,7,True,0.44999998807907104,0.309816837310791,1.056351707268158,0.7109341886233665
0,4,0,True,0.4000000059604645,0.24891453981399536,0.917207689157642,0.5985678646554936
2,2,2,True,0.32499998807907104,0.26406240463256836,0.7420896158228739,0.6247367620799333
5,5,2,False,0.6499999761581421,0.3468494713306427,1.8585404532337682,0.7893355851714473
6,1,1,False,0.375,0.31019851565361023,0.8546676046025562,0.711701120351471
1,1,2,False,0.44999998807907104,0.3077087998390198,1.056351707268158,0.706713231692829
5,5,5,True,0.550000011920929,0.47182074189186096,1.4011683379826365,1.1235143417536324
6,6,6,True,0.4749999940395355,0.3141954839229584,1.1336499747310762,0.719782361630272
7,7,7,True,0.5,0.38108161091804504,1.2166045232523368,0.8694773424172534
1,1,1,True,0.4749999940395355,0.32938286662101746,1.1336499747310762,0.7513345261153195
5,5,5,True,0.574999988079071,0.17609326541423798,1.5036983480910162,0.4872759594981409
1,1,6,False,0.42500001192092896,0.32388484477996826,0.9843241284909998,0.7397556267641824
1,1,1,True,0.4749999940395355,0.27496758103370667,1.1336499747310762,0.6442815922686069
2,6,2,True,0.32499998807907104,0.3674525022506714,0.7420896158228739,0.8366384899373777
5,4,5,True,0.4749999940395355,0.3629290759563446,1.1336499747310762,0.8260159286463169
2,2,2,True,0.5249999761581421,0.34875139594078064,1.3056291398423443,0.7935878254920905
2,2,2,True,0.375,0.3462006449699402,0.8546676046025562,0.787890185755491
5,6,5,True,0.574999988079071,0.5735049247741699,1.5036983480910162,1.4973611222553282
6,6,2,False,0.6499999761581421,0.3971366286277771,1.8585404532337682,0.9098186720153664
1,2,2,False,0.42500001192092896,0.25721853971481323,0.9843241284909998,0.6127747893062826
5,5,3,False,0.5,0.28590652346611023,1.2166045232523368,0.6645012603952475
7,5,7,True,0.625,0.4943463206291199,1.7318154543676016,1.1973287041134602
5,5,5,True,0.42500001192092896,0.26571816205978394,0.9843241284909998,0.6276656683079548
2,2,2,True,0.5,0.4804553687572479,1.2166045232523368,1.151255536311443
5,6,5,True,0.6000000238418579,0.41998448967933655,1.613731228054805,0.9704764490903539
1,3,1,True,0.44999998807907104,0.7185476422309875,1.056351707268158,2.255628082422205
2,7,2,True,0.4749999940395355,0.288048654794693,1.1336499747310762,0.6685344831418906
6,6,6,True,0.5,0.3878830373287201,1.2166045232523368,0.8863441405931046
6,6,6,True,0.3499999940395355,0.2978867292404175,0.7963918346867745,0.6873743702414682
2,7,2,True,0.375,0.37334758043289185,0.8546676046025562,0.8506874494780519
7,7,7,True,0.675000011920929,0.2743000388145447,1.9945388460351807,0.6430678102736256
0,0,6,False,0.4749999940395355,0.3545178472995758,1.1336499747310762,0.8066207315308143
0,0,0,True,0.4749999940395355,0.318470299243927,1.1336499747310762,0.7285269434656814
0,6,6,False,0.32499998807907104,0.25080934166908264,0.7420896158228739,0.6017803092509625
6,6,6,True,0.5,0.3490336239337921,1.2166045232523368,0.7942207674090339
4,5,4,True,0.625,0.5859348773956299,1.7318154543676016,1.5508715741954087
4,7,4,True,0.375,0.34530818462371826,0.8546676046025562,0.7859063627017309
0,0,0,True,0.6000000238418579,0.32101941108703613,1.613731228054805,0.7337918993431104
6,6,0,False,0.550000011920929,0.28470224142074585,1.4011683379826365,0.66224452233093
3,3,3,True,0.4000000059604645,0.2929217517375946,0.917207689157642,0.6778010131170126
4,4,4,True,0.4000000059604645,0.4168327748775482,0.917207689157642,0.9618745231650175
7,7,1,False,0.5249999761581421,0.35375919938087463,1.3056291398423443,0.8048939395869578
0,5,5,False,0.375,0.5916826128959656,0.8546676046025562,1.5762578347630158
6,5,6,True,0.5249999761581421,0.3049679100513458,1.3056291398423443,0.701262557344732
6,6,2,False,0.42500001192092896,0.6152441501617432,0.9843241284909998,1.6847402971518288
6,6,3,False,0.375,0.36078378558158875,0.8546676046025562,0.8210253043969292
3,3,7,False,0.4000000059604645,0.2516796886920929,0.917207689157642,0.6032616673305418
2,2,1,False,0.5,0.4102088212966919,1.2166045232523368,0.944043572912611
0,0,0,True,0.4000000059604645,0.1864938884973526,0.917207689157642,0.5018046153867158
0,0,0,True,0.3499999940395355,0.44490644335746765,0.7963918346867745,1.0412612074294227
0,0,0,True,0.550000011920929,0.40967461466789246,1.4011683379826365,0.9426200341145561
2,2,1,False,0.5249999761581421,0.18623928725719452,1.3056291398423443,0.5014438418762214
1,1,1,True,0.3499999940395355,0.33181533217430115,0.7963918346867745,0.7565149898363646
3,3,3,True,0.42500001192092896,0.31355205178260803,0.9843241284909998,0.718475273216613
5,5,4,False,0.6499999761581421,0.3036571145057678,1.8585404532337682,0.6986707217850429
3,3,7,False,0.3499999940395355,0.32037678360939026,0.7963918346867745,0.7324610352372408
3,3,3,True,0.32499998807907104,0.37298399209976196,0.7420896158228739,0.8498141713223255
1,1,6,False,0.4749999940395355,0.3523681163787842,1.1336499747310762,0.8017372322501489
4,7,4,True,0.4749999940395355,0.431026816368103,1.1336499747310762,1.0012255413973423
7,7,0,False,0.42500001192092896,0.5546188950538635,0.9843241284909998,1.419570094251051
3,3,3,True,0.5249999761581421,0.30409714579582214,1.3056291398423443,0.6995397256186234
6,6,6,True,0.5,0.4073382318019867,1.2166045232523368,0.936419287991117
0,0,6,False,0.375,0.47314727306365967,0.8546676046025562,1.1277323330734637
6,6,6,True,0.5249999761581421,0.38579896092414856,1.3056291398423443,0.8811413793962225
3,3,3,True,0.375,0.3043486475944519,0.8546676046025562,0.7000368938863036
6,6,5,False,0.42500001192092896,0.7271338701248169,0.9843241284909998,2.311006820885844
