true_label,pred_label,correct,rt_pred_normalized,rt_human_normalized,rt_pred_seconds,rt_human_seconds
1,1,True,0.6,0.051328067,3.1156790288318073,0.5374944214278173
4,4,False,0.5,0.12109351,2.6457834585,0.8653190782170813
6,6,False,0.55,0.31442463,2.880731243665904,1.7737732418474663
5,5,True,0.65,0.5253241,3.3506265339181924,2.7647802834660755
3,3,False,0.5,0.09715067,2.6457834585,0.7528127459983003
3,3,True,0.5,0.15263303,2.6457834585,1.0135218251782088
6,6,True,0.5,0.1325192,2.6457834585,0.9190078712628702
1,1,True,0.55,0.045605365,2.880731243665904,0.5106037067545119
6,6,True,0.45,0.13031997,2.410835673334096,0.9086737772600899
4,4,True,0.55,0.08376875,2.880731243665904,0.6899317081376755
2,2,True,0.55,0.47867116,2.880731243665904,2.5455602236349995
5,5,True,0.75,0.33475634,3.82052210425,1.8693110264435422
7,7,True,0.55,0.0682084,2.880731243665904,0.6168143240263089
7,7,True,0.55,0.08823835,2.880731243665904,0.7109341710488469
0,0,True,0.5,0.06432531,2.6457834585,0.5985678785894336
2,2,True,0.65,0.069894396,3.3506265339181924,0.6247367583230781
5,5,False,0.65,0.10492321,3.3506265339181924,0.7893355703706155
6,6,False,0.4,0.08840157,2.175888028207952,0.711701133800964
1,1,False,0.55,0.08734007,2.880731243665904,0.7067131976518051
5,5,True,0.65,0.1760409,3.3506265339181924,1.12351437369646
6,6,True,0.5,0.090121366,2.6457834585,0.7197823731848563
7,7,True,0.6,0.121978454,3.1156790288318073,0.8694773838218061
1,1,True,0.65,0.09683609,3.3506265339181924,0.7513345563182945
5,5,True,0.65,0.04064091,3.3506265339181924,0.48727595365891946
1,1,False,0.65,0.09437194,3.3506265339181924,0.7397556138845548
1,1,True,0.7,0.074053794,3.5855743190840963,0.644281582388931
2,2,True,0.6,0.11498991,3.1156790288318073,0.8366385153792973
5,5,True,0.6,0.11272929,3.1156790288318073,0.8260159744821594
2,2,True,0.6,0.10582815,3.1156790288318073,0.793587842653876
2,2,True,0.6,0.10461562,3.1156790288318073,0.7878902200141815
5,5,True,0.65,0.25560042,3.3506265339181924,1.4973609442906197
6,6,False,0.55,0.13056362,2.880731243665904,0.9098186723128006
1,1,False,0.5,0.06734873,2.6457834585,0.6127748071474677
5,5,False,0.6,0.07835681,3.1156790288318073,0.6645012580551768
7,7,True,0.65,0.19174959,3.3506265339181924,1.1973287707001394
5,5,True,0.65,0.070517704,3.3506265339181924,0.6276656548803139
2,2,True,0.65,0.1819446,3.3506265339181924,1.1512555498284054
5,5,True,0.6,0.14347239,3.1156790288318073,0.9704764039437639
1,1,True,0.55,0.41696975,2.880731243665904,2.2556280675895164
2,2,True,0.6,0.07921514,3.1156790288318073,0.6685345081547862
6,6,True,0.5,0.12556793,2.6457834585,0.8863441575493907
6,6,True,0.7,0.08322451,3.5855743190840963,0.687374372071982
2,2,True,0.6,0.117979705,3.1156790288318073,0.8506874440788248
7,7,True,0.6,0.07379549,3.1156790288318073,0.6430678227845512
0,0,False,0.45,0.10860173,2.410835673334096,0.806620747889251
0,0,True,0.5,0.09198232,2.6457834585,0.7285269108889937
0,0,False,0.55,0.06500895,2.880731243665904,0.6017802856395092
6,6,True,0.5,0.10596285,2.6457834585,0.7942207873562783
4,4,True,0.7,0.2669882,3.5855743190840963,1.5508715367426131
4,4,True,0.55,0.104193434,2.880731243665904,0.7859063817730387
0,0,True,0.45,0.093102776,2.410835673334096,0.7337918806921218
6,6,False,0.5,0.07787655,2.6457834585,0.6622445523429061
3,3,True,0.55,0.08118718,2.880731243665904,0.6778010440619668
4,4,True,0.65,0.1416418,3.3506265339181924,0.9618745317444823
7,7,False,0.7,0.108234234,3.5855743190840963,0.8048939176164879
0,0,False,0.5,0.27239072,2.6457834585,1.5762578042810311
6,6,True,0.55,0.086180106,2.880731243665904,0.7012625701376953
6,6,False,0.5,0.2954772,2.6457834585,1.684740164034261
6,6,False,0.55,0.111667216,2.880731243665904,0.8210253425676326
3,3,False,0.5,0.06532421,2.6457834585,0.6032616612240407
2,2,False,0.65,0.13784713,3.3506265339181924,0.9440435492637113
0,0,True,0.4,0.043732803,2.175888028207952,0.5018046235641008
0,0,True,0.45,0.15853633,2.410835673334096,1.0412611807932826
0,0,True,0.45,0.13754417,2.410835673334096,0.9426199750898588
2,2,False,0.6,0.04365602,3.1156790288318073,0.5014438286290599
1,1,True,0.7,0.097938545,3.5855743190840963,0.7565149421067645
3,3,True,0.6,0.08984319,3.1156790288318073,0.7184752420709182
5,5,False,0.6,0.085628524,3.1156790288318073,0.6986707142713178
3,3,False,0.55,0.09281956,2.880731243665904,0.7324610478489106
3,3,True,0.5,0.11779386,2.6457834585,0.8498141561394078
1,1,False,0.55,0.107562445,2.880731243665904,0.8017372113807008
4,4,True,0.7,0.15001622,3.5855743190840963,1.001225564087048
7,7,False,0.65,0.23904549,3.3506265339181924,1.4195700482998144
3,3,True,0.7,0.085813455,3.5855743190840963,0.6995396959881343
6,6,True,0.5,0.13622457,2.6457834585,0.936419224604696
0,0,False,0.6,0.17693853,3.1156790288318073,1.1277323012287355
6,6,True,0.45,0.124460705,2.410835673334096,0.8811413653994219
3,3,True,0.5,0.08591927,2.6457834585,0.7000369071537693
6,6,False,0.5,0.42875504,2.6457834585,2.311006650391716
6,6,True,0.55,0.13615459,2.880731243665904,0.9360904112497006
3,3,True,0.5,0.18636774,2.6457834585,1.1720396907547226
5,5,True,0.65,0.12198219,3.3506265339181924,0.8694949238016669
5,5,True,0.6,0.16077988,3.1156790288318073,1.0518035139182427
3,3,True,0.55,0.06442375,2.880731243665904,0.5990304299146252
7,7,False,0.55,0.24145591,2.880731243665904,1.430896534057354
5,5,True,0.6,0.24971826,3.1156790288318073,1.4697209468848174
1,1,True,0.55,0.072746776,2.880731243665904,0.6381399636921612
2,2,False,0.75,0.3233018,3.82052210425,1.8154866048908056
5,5,True,0.6,0.16310589,3.1156790288318073,1.0627333370573733
1,1,True,0.5,0.084737875,2.6457834585,0.6944855910526742
4,4,True,0.7,0.11206921,3.5855743190840963,0.8229143038718038
1,1,True,0.5,0.0715875,2.6457834585,0.6326925921024567
5,5,True,0.6,0.11861411,3.1156790288318073,0.8536684704364852
7,7,True,0.5,0.08037254,2.6457834585,0.6739730922495905
6,6,False,0.5,0.08619652,2.6457834585,0.7013396970351671
4,4,True,0.7,0.0869636,3.5855743190840963,0.7049441804015324
0,0,False,0.35,0.28892782,1.9409402430420482,1.653964886475855
2,2,False,0.7,0.101100266,3.5855743190840963,0.7713717251681445
0,0,True,0.45,0.12243693,2.410835673334096,0.8716317554799189
3,3,True,0.55,0.07133,2.880731243665904,0.6314826135715799
7,7,True,0.5,0.13946408,2.6457834585,0.9516415464479654
5,5,True,0.65,0.1325171,3.3506265339181924,0.9189979984598348
6,6,True,0.5,0.08110248,2.6457834585,0.6774030510658438
4,4,True,0.55,0.098097734,2.880731243665904,0.757262964481427
4,4,False,0.6,0.93021876,3.1156790288318073,4.6673618546333016
4,4,False,0.55,0.130144,2.880731243665904,0.9078469125009032
6,6,True,0.55,0.09827084,2.880731243665904,0.7580763854237145
1,1,True,0.55,0.14465879,2.880731243665904,0.9760512467244329
1,1,False,0.5,0.006265915,2.6457834585,0.32574941700099785
5,5,False,0.7,0.14304551,3.5855743190840963,0.9684705444504605
7,7,True,0.55,0.09968532,2.880731243665904,0.7647229524828244
0,0,False,0.5,0.42552316,2.6457834585,2.2958201787268444
0,0,True,0.55,0.1803143,2.880731243665904,1.143594884851834
7,7,True,0.8,0.05599648,4.055469889415903,0.5594310895737307
6,6,True,0.6,0.05467084,3.1156790288318073,0.553201963532326
2,2,True,0.55,0.101567104,2.880731243665904,0.7735653779787598
3,3,False,0.45,0.45958224,2.410835673334096,2.455862237044316
7,7,True,0.7,0.18381701,3.5855743190840963,1.1600539678299593
5,5,False,0.7,0.08100448,3.5855743190840963,0.676942530317163
0,0,False,0.4,0.15437204,2.175888028207952,1.0216933551969536
6,6,True,0.6,0.1395807,3.1156790288318073,0.9521895220263713
7,7,True,0.6,0.109897695,3.1156790288318073,0.8127104468452353
2,2,True,0.55,0.14752303,2.880731243665904,0.9895101879177441
4,4,True,0.65,0.19094679,3.3506265339181924,1.193556449682172
3,3,False,0.5,0.03419959,2.6457834585,0.45700849527792053
0,0,False,0.45,0.10668873,2.410835673334096,0.7976316657553177
7,7,True,0.65,0.17761809,3.3506265339181924,1.130925487821838
5,5,True,0.7,0.11923261,3.5855743190840963,0.8565747855825228
3,3,False,0.45,0.06757958,2.410835673334096,0.61385955512353
4,4,False,0.7,0.08875647,3.5855743190840963,0.7133687972753944
5,5,True,0.7,0.2642452,3.5855743190840963,1.537982417330169
0,0,True,0.4,0.10038163,2.175888028207952,0.7679948764306312
0,0,True,0.55,0.13256194,2.880731243665904,0.9192086882778036
0,0,True,0.5,0.046792597,2.6457834585,0.5161824531434733
1,1,True,0.7,0.08444071,3.5855743190840963,0.6930892196020789
1,1,True,0.45,0.069949955,2.410835673334096,0.6249978274444794
6,6,True,0.55,0.44381174,2.880731243665904,2.381757397579708
7,7,True,0.65,0.19477203,3.3506265339181924,1.2115311129560542
3,3,False,0.5,0.10872265,2.6457834585,0.8071889592128855
3,3,True,0.4,0.16552883,2.175888028207952,1.0741186395138473
7,7,True,0.55,0.04029007,2.880731243665904,0.485627370601703
1,1,True,0.5,0.19051598,2.6457834585,1.191532104940632
5,5,True,0.6,0.30380008,3.1156790288318073,1.7238489275931204
4,4,True,0.6,0.1567321,3.1156790288318073,1.0327831737611617
4,0,False,0.35,0.16747181,1.9409402430420482,1.0832486016457046
6,6,True,0.5,0.08410479,2.6457834585,0.6915107614543659
4,4,True,0.6,0.12035934,3.1156790288318073,0.8618692337549978
2,2,True,0.6,0.13070388,3.1156790288318073,0.9104777694402646
3,3,True,0.6,0.11198124,3.1156790288318073,0.8225009415120901
0,0,True,0.4,0.105379626,2.175888028207952,0.7914802442753921
4,4,False,0.55,0.2481222,2.880731243665904,1.46222111757188
5,5,True,0.65,0.11672235,3.3506265339181924,0.8447792016410413
3,3,True,0.45,0.123351485,2.410835673334096,0.8759291905855754
7,7,False,0.75,0.19736435,3.82052210425,1.2237122613650149
0,0,False,0.5,0.10076409,2.6457834585,0.7697920416725368
0,0,True,0.5,0.09881905,2.6457834585,0.7606523817873434
4,4,False,0.55,0.26590818,2.880731243665904,1.545796635902887
5,5,False,0.65,0.08197724,3.3506265339181924,0.6815134980828046
5,5,True,0.6,0.1895629,3.1156790288318073,1.1870536334360529
1,1,True,0.55,0.12550624,2.880731243665904,0.8860542752474995
5,5,True,0.65,0.0874068,3.3506265339181924,0.7070267466730293
6,6,False,0.45,0.16182126,2.410835673334096,1.0566969232298282
1,1,False,0.5,0.092614144,2.6457834585,0.7314958238074687
6,6,False,0.55,0.091614604,2.880731243665904,0.7267990303180352
5,5,True,0.55,0.15450406,2.880731243665904,1.0223137313309523
2,2,True,0.55,0.08744568,2.880731243665904,0.7072094285391246
7,7,True,0.55,0.16912335,2.880731243665904,1.0910091149707049
2,2,False,0.65,0.066812806,3.3506265339181924,0.6102565071646981
1,1,True,0.7,0.08159511,3.5855743190840963,0.6797178732782521
6,6,False,0.6,0.15325554,3.1156790288318073,1.0164469756718815
2,2,True,0.6,0.13019924,3.1156790288318073,0.9081064761948913
0,0,True,0.4,0.5101571,2.175888028207952,2.6935112491286635
1,1,True,0.5,0.06311882,2.6457834585,0.5928986490109509
5,5,True,0.9,0.18317379,4.525365179668192,1.157031489703526
3,3,True,0.55,0.097754456,2.880731243665904,0.7556499165131502
4,4,True,0.6,0.09482028,3.1156790288318073,0.7418623720244826
2,2,True,0.7,0.08083303,3.5855743190840963,0.6761369165914606
7,7,True,0.5,0.1304494,2.6457834585,0.9092819699350237
1,1,False,0.65,0.14085162,3.3506265339181924,0.958161517564607
3,3,True,0.55,0.11002536,2.880731243665904,0.8133103421644268
4,4,True,0.7,0.08413641,3.5855743190840963,0.691659343639055
7,7,False,0.65,0.0012537806,3.3506265339181924,0.302197624906781
2,2,True,0.7,0.1426878,3.5855743190840963,0.96678964721877
5,5,False,0.6,0.08560195,3.1156790288318073,0.6985458338159016
6,6,True,0.5,0.29081067,2.6457834585,1.6628123183931875
2,2,True,0.65,0.14760059,3.3506265339181924,0.9898746413914986
3,3,True,0.5,0.11686976,2.6457834585,0.8454718733008137
6,6,True,0.6,0.1475428,3.1156790288318073,0.9896031042980846
7,7,True,0.5,0.09263532,2.6457834585,0.7315953220564995
1,1,False,0.5,0.08530034,2.6457834585,0.6971285964411607
6,6,True,0.55,0.19056447,2.880731243665904,1.1917599496291231
2,2,True,0.6,0.06040582,3.1156790288318073,0.5801503745864908
1,1,False,0.55,0.08456239,2.880731243665904,0.6936610019395772
4,4,False,0.65,0.103717245,3.3506265339181924,0.7836687914879217
0,0,True,0.35,0.23794879,1.9409402430420482,1.4144167251948423
0,0,True,0.5,0.050856996,2.6457834585,0.5352808829713717
0,0,False,0.45,0.13008152,2.410835673334096,0.9075533191453888
2,2,True,0.6,0.342162,3.1156790288318073,1.9041099263681012
3,3,True,0.6,0.24670935,3.1156790288318073,1.4555821826796556
4,4,True,0.5,0.10945348,2.6457834585,0.81062308421198
5,5,True,0.6,0.15734112,3.1156790288318073,1.0356449562637204
1,1,True,0.55,0.069109134,2.880731243665904,0.6210468507034985
3,3,True,0.5,0.09779515,2.6457834585,0.7558411408045668
5,5,True,0.6,0.1717684,3.1156790288318073,1.1034380637338668
3,3,True,0.65,0.07089272,3.3506265339181924,0.6294278451923173
4,4,False,0.6,0.107848376,3.1156790288318073,0.8030807878420143
2,2,True,0.85,0.15456872,4.290417674581807,1.0226175475889008
2,2,False,0.65,0.060616728,3.3506265339181924,0.5811414184585662
4,4,False,0.6,0.10163609,3.1156790288318073,0.7738895350117563
1,1,False,0.5,0.41742468,2.6457834585,2.2577657745162645
7,7,True,0.6,0.12826052,3.1156790288318073,0.8989965397486237
5,5,True,0.65,0.16660404,3.3506265339181924,1.0791709939523153
0,0,True,0.45,0.26633355,2.410835673334096,1.5477954233883422
1,1,True,0.55,0.12598404,2.880731243665904,0.8882994626895623
1,1,True,0.55,0.082195684,2.880731243665904,0.68253995450903
1,1,False,0.55,0.12379288,2.880731243665904,0.8780032844516307
5,5,False,0.6,0.12187666,3.1156790288318073,0.8689990430137459
0,0,False,0.5,0.10198255,2.6457834585,0.7755175322243456
1,1,False,0.7,0.108343795,3.5855743190840963,0.8054087387818634
1,1,True,0.55,0.17652236,2.880731243665904,1.125776716009045
0,0,False,0.45,0.07639709,2.410835673334096,0.6552926285884948
7,7,False,0.55,0.26709306,2.880731243665904,1.551364336655828
7,7,False,0.5,0.00044068313,2.6457834585,0.2983769170065276
2,2,True,0.6,0.17060481,3.1156790288318073,1.0979704213889936
1,1,True,0.5,0.071516104,2.6457834585,0.6323570918489514
1,1,True,0.55,0.110760055,2.880731243665904,0.8167626373222993
4,4,True,0.55,0.120590486,2.880731243665904,0.8629553821286536
6,6,True,0.5,0.31333515,2.6457834585,1.7686538083642611
4,4,True,0.55,0.19186798,2.880731243665904,1.1978850786442274
0,0,False,0.55,0.15270649,2.880731243665904,1.0138670231850502
1,1,False,0.6,0.025799897,3.1156790288318073,0.41753870921941116
2,2,True,0.6,0.096962295,3.1156790288318073,0.751927589689277
1,1,True,0.7,0.085694395,3.5855743190840963,0.6989802371494602
3,3,True,0.55,0.070685096,2.880731243665904,0.6284522231987424
7,7,True,0.5,0.12829821,2.6457834585,0.8991736200243442
6,6,False,0.6,0.1348989,3.1156790288318073,0.9301899760285017
5,5,True,0.6,0.31614077,3.1156790288318073,1.7818372913508962
7,7,False,0.55,0.15818161,2.880731243665904,1.0395943575574083
7,7,False,0.55,0.12183343,2.880731243665904,0.868795915342783
1,1,True,0.5,0.100870095,2.6457834585,0.7702901630966078
5,5,True,0.55,0.08675463,2.880731243665904,0.7039622216088461
1,1,True,0.55,0.25672987,2.880731243665904,1.502668171091137
1,1,True,0.55,0.116382055,2.880731243665904,0.843180157648701
7,7,False,0.55,0.07922745,2.880731243665904,0.6685923445754052
1,1,False,0.6,0.37314758,3.1156790288318073,2.0497096843019813
2,2,True,0.85,0.20414485,4.290417674581807,1.2555735472573175
4,4,True,0.55,0.20125218,2.880731243665904,1.2419810081335694
6,6,False,0.4,0.2606172,2.175888028207952,1.5209345371837821
7,7,True,0.6,0.11515316,3.1156790288318073,0.8374056531811136
5,5,False,0.7,0.47794792,3.5855743190840963,2.542161738754664
4,4,True,0.6,0.28253758,3.1156790288318073,1.6239374212324722
7,7,False,0.55,0.15005982,2.880731243665904,1.0014304422550029
0,0,False,0.55,0.22591385,2.880731243665904,1.3578650993482995
7,7,False,0.55,0.20221546,2.880731243665904,1.246507443255732
5,5,True,0.65,0.17421253,3.3506265339181924,1.1149229344592513
4,4,True,0.65,0.16424772,3.3506265339181924,1.0680987503779078
0,0,True,0.55,0.11177152,2.880731243665904,0.8215154467154797
5,5,False,0.6,0.15289132,3.1156790288318073,1.0147355497726487
0,0,False,0.6,0.21779533,3.1156790288318073,1.3197165183995447
7,7,True,0.6,0.12936348,3.1156790288318073,0.9041792712030631
3,3,True,0.5,0.09500658,2.6457834585,0.7427377605602901
5,5,False,0.7,0.090846464,3.5855743190840963,0.7231895755402123
2,2,True,0.6,0.07865226,3.1156790288318073,0.6658895772196085
5,5,True,0.7,0.20271665,3.5855743190840963,1.2488624918890188
7,7,True,0.6,0.10516683,3.1156790288318073,0.7904803253835668
2,2,True,0.65,0.108279005,3.3506265339181924,0.805104292344998
6,6,True,0.55,0.09151362,2.880731243665904,0.7263245055934178
3,3,True,0.6,0.29590282,3.1156790288318073,1.6867400718377912
7,7,True,0.7,0.07645592,3.5855743190840963,0.6555690670734867
1,1,True,0.55,0.08620943,2.880731243665904,0.7014003692609131
2,2,True,0.6,0.11259736,3.1156790288318073,0.8253960534773783
3,3,True,0.5,0.3320465,2.6457834585,1.856577631243515
1,1,True,0.75,0.12682623,3.82052210425,0.8922568462495342
3,3,False,0.45,0.065223046,2.410835673334096,0.602786296260867
1,1,True,0.45,0.0675453,2.410835673334096,0.6136984743903173
7,7,True,0.55,0.21161175,2.880731243665904,1.2906601588674973
5,5,True,0.65,0.14613698,3.3506265339181924,0.982997218789071
2,2,True,0.65,0.06371984,3.3506265339181924,0.5957227958281794
0,0,False,0.4,0.12952279,2.175888028207952,0.9049278537367631
4,4,True,0.75,0.35686678,3.82052210425,1.9732069440377202
3,3,True,0.5,0.07939583,2.6457834585,0.6693835692158326
1,1,True,0.75,0.07594504,3.82052210425,0.6531684705084657
0,0,False,0.45,0.21223071,2.410835673334096,1.2935686446298051
5,5,False,0.65,0.1613987,3.3506265339181924,1.0547112994817538
0,0,True,0.4,0.08430243,2.175888028207952,0.6924394701285526
2,2,True,0.6,0.06379636,3.1156790288318073,0.5960823479103561
7,7,True,0.6,0.12444417,3.1156790288318073,0.8810636783429127
3,3,True,0.55,0.08363936,2.880731243665904,0.6893237255223805
4,4,True,0.6,0.13648926,3.1156790288318073,0.9376629877275202
5,5,True,0.75,0.16032876,3.82052210425,1.0496837320806938
3,3,True,0.6,0.18531635,3.1156790288318073,1.167099298103869
4,4,True,0.55,0.33305445,2.880731243665904,1.8613139159450902
2,2,True,0.65,0.07491347,3.3506265339181924,0.6483211692876518
6,6,False,0.5,0.19043288,2.6457834585,1.1911416040716352
4,4,True,0.6,0.08497919,3.1156790288318073,0.6956195279942143
6,6,True,0.5,0.1891869,2.6457834585,1.18528682181199
6,6,True,0.45,0.09268036,2.410835673334096,0.7318069571428438
7,7,True,0.4,0.09101495,2.175888028207952,0.7239812903197977
0,0,True,0.35,0.08637565,1.9409402430420482,0.7021814060088467
6,6,True,0.45,0.10129118,2.410835673334096,0.7722688198666539
6,6,True,0.5,0.21716315,2.6457834585,1.3167459250039573
0,0,False,0.4,0.07982439,2.175888028207952,0.6713973409555403
2,2,False,0.6,0.26834226,3.1156790288318073,1.5572342432094848
4,4,True,0.6,0.117568694,3.1156790288318073,0.848756120747445
3,3,True,0.55,0.16337124,2.880731243665904,1.0639801810549034
3,3,True,0.55,0.1390059,2.880731243665904,0.9494885751874463
6,6,True,0.6,0.06888964,3.1156790288318073,0.6200154578757553
0,0,False,0.5,0.17306662,2.6457834585,1.1095383356916833
2,2,True,0.6,0.07748423,3.1156790288318073,0.6604010339406499
4,4,True,0.8,0.11644439,4.055469889415903,0.8434730508054187
5,5,False,0.6,0.11985039,3.1156790288318073,0.8594777047643958
2,2,False,0.75,0.09215646,3.82052210425,0.729345198212919
6,6,True,0.5,0.12389605,2.6457834585,0.8784880670886218
5,5,True,0.8,0.13364041,4.055469889415903,0.9242763770699223
5,5,False,0.65,0.19819506,3.3506265339181924,1.2276157296176304
7,7,False,0.55,0.21397232,2.880731243665904,1.301752358107615
6,6,False,0.45,0.21035135,2.410835673334096,1.2847375973643185
6,6,True,0.55,0.14696825,2.880731243665904,0.9869032777772346
7,7,True,0.55,0.17380196,2.880731243665904,1.112993676714322
7,7,True,0.55,0.102847666,2.880731243665904,0.779582676379151
7,7,True,0.55,0.049700264,2.880731243665904,0.5298454497711533
1,1,False,0.5,0.17150874,2.6457834585,1.1022179673303756
0,0,True,0.45,0.0731273,2.410835673334096,0.6399280263497078
4,4,False,0.6,0.15325984,3.1156790288318073,1.01646721141711
5,5,True,0.6,0.14178935,3.1156790288318073,0.9625678685931118
1,1,True,0.6,0.15627745,3.1156790288318073,1.0306467972121276
1,1,True,0.65,0.17583266,3.3506265339181924,1.122535845877878
7,7,True,0.65,0.038828682,3.3506265339181924,0.47876038096134826
2,2,False,0.65,0.11771469,3.3506265339181924,0.8494421405186475
